# x,y 
1.000000000000000021e-03,0.000000000000000000e+00
1.566751070108148578e-03,0.000000000000000000e+00
2.454708915685031162e-03,3.333333333333333493e-05
3.845917820453535318e-03,2.000000000000000096e-04
6.025595860743580487e-03,5.999999999999999474e-04
9.440608762859235489e-03,2.700000000000000143e-03
1.479108388168207111e-02,1.159999999999999920e-02
2.317394649968478396e-02,3.776666666666666367e-02
3.630780547701013827e-02,1.221000000000000002e-01
0.03630780547701014,0.136
0.054116952654646375,0.344
0.08066156921766135,0.564
0.12022644346174131,0.744
0.1791980722375334,0.846
0.2670955587558985,0.834
0.3981071705534972,0.858
