# x,y
1.000000000000000048e-04,0.000000000000000000e+00
1.827272727272727382e-02,3.333333333333333493e-05
3.644545454545455171e-02,1.600000000000000077e-03
5.461818181818182960e-02,6.866666666666666752e-03
7.279090909090910055e-02,2.123333333333333323e-02
9.096363636363637151e-02,4.996666666666666617e-02
1.091363636363636563e-01,9.030000000000000526e-02
1.273090909090908995e-01,1.464666666666666617e-01
1.454818181818181844e-01,2.025333333333333430e-01
1.636545454545454692e-01,2.733999999999999764e-01
1.818272727272727263e-01,3.416000000000000147e-01
2.000000000000000111e-01,4.087666666666666671e-01
