# x,y
3.162277660168379134e-02,2.000000000000000042e-03
4.298662347082276430e-02,1.000000000000000021e-03
5.843414133735175264e-02,6.000000000000000125e-03
7.943282347242813790e-02,1.499999999999999944e-02
1.079775162327709648e-01,2.800000000000000058e-02
1.467799267622069415e-01,4.700000000000000011e-02
1.995262314968879735e-01,5.899999999999999689e-02
2.712272579332028477e-01,1.019999999999999934e-01
3.686945064519575044e-01,1.330000000000000071e-01
5.011872336272722439e-01,1.150000000000000050e-01
