# x,y
1.000000000000000021e-03,0.000000000000000000e+00
1.759764472006226889e-03,0.000000000000000000e+00
3.096770996935354573e-03,0.000000000000000000e+00
5.449587578346135400e-03,0.000000000000000000e+00
9.589990607459979513e-03,0.000000000000000000e+00
1.687612475788148603e-02,1.000000000000000021e-03
2.969800477406451394e-02,1.200000000000000025e-02
5.226149369087002006e-02,1.729999999999999871e-01
9.196791985117064305e-02,7.239999999999999769e-01
1.618418779184062906e-01,8.619999999999999885e-01
2.848035868435804807e-01,8.699999999999999956e-01
5.011872336272722439e-01,8.609999999999999876e-01
