# x,y
1.000000000000000021e-03,0.000000000000000000e+00
1.759764472006226889e-03,0.000000000000000000e+00
3.096770996935354573e-03,0.000000000000000000e+00
5.449587578346135400e-03,2.000000000000000042e-03
9.589990607459979513e-03,6.000000000000000125e-03
1.687612475788148603e-02,2.500000000000000139e-02
2.969800477406451394e-02,1.000000000000000056e-01
5.226149369087002006e-02,3.539999999999999813e-01
9.196791985117064305e-02,6.510000000000000231e-01
1.618418779184062906e-01,8.399999999999999689e-01
2.848035868435804807e-01,8.800000000000000044e-01
5.011872336272722439e-01,8.689999999999999947e-01
