# x,y
1.000000000000000021e-03,0.000000000000000000e+00
1.490504643386196017e-03,0.000000000000000000e+00
2.221604091955811742e-03,1.000000000000000048e-04
3.311311214825910908e-03,4.000000000000000192e-04
4.935524741394806819e-03,1.199999999999999895e-03
7.356422544596413586e-03,3.200000000000000153e-03
1.096478196143185063e-02,1.080000000000000057e-02
1.634305842723137586e-02,3.459999999999999881e-02
2.435940447292027008e-02,1.034999999999999948e-01
3.630780547701013827e-02,2.389000000000000012e-01
5.411695265464637472e-02,4.541999999999999926e-01
8.066156921766134968e-02,6.217000000000000304e-01
1.202264434617413141e-01,7.622999999999999776e-01
1.791980722375333956e-01,8.651999999999999691e-01
2.670955587558985211e-01,8.814999999999999503e-01
3.981071705534972027e-01,8.824999999999999512e-01
