# x,y
1.000000000000000021e-03,0.000000000000000000e+00
1.759764472006226889e-03,0.000000000000000000e+00
3.096770996935354573e-03,0.000000000000000000e+00
5.449587578346135400e-03,0.000000000000000000e+00
9.589990607459979513e-03,4.000000000000000083e-03
1.687612475788148603e-02,6.000000000000000125e-03
2.969800477406451394e-02,8.999999999999999320e-03
5.226149369087002006e-02,2.500000000000000139e-02
9.196791985117064305e-02,4.000000000000000083e-02
1.618418779184062906e-01,4.299999999999999656e-02
2.848035868435804807e-01,3.799999999999999906e-02
5.011872336272722439e-01,5.199999999999999761e-02
