# x,y
1.000000000000000048e-04,0.000000000000000000e+00
1.827272727272727382e-02,0.000000000000000000e+00
3.644545454545455171e-02,1.000000000000000048e-04
5.461818181818182960e-02,1.000000000000000021e-03
7.279090909090910055e-02,5.866666666666666731e-03
9.096363636363637151e-02,2.006666666666666668e-02
1.091363636363636563e-01,5.243333333333333179e-02
1.273090909090908995e-01,1.081000000000000016e-01
1.454818181818181844e-01,1.863666666666666805e-01
1.636545454545454692e-01,2.735000000000000209e-01
1.818272727272727263e-01,3.730333333333333279e-01
2.000000000000000111e-01,4.572999999999999843e-01
