# x,y
1.000000000000000048e-04,0.000000000000000000e+00
1.827272727272727382e-02,0.000000000000000000e+00
3.644545454545455171e-02,0.000000000000000000e+00
5.461818181818182960e-02,0.000000000000000000e+00
7.279090909090910055e-02,5.666666666666667074e-04
9.096363636363637151e-02,5.799999999999999600e-03
1.091363636363636563e-01,2.366666666666666571e-02
1.273090909090908995e-01,6.990000000000000380e-02
1.454818181818181844e-01,1.580666666666666609e-01
1.636545454545454692e-01,2.801000000000000156e-01
1.818272727272727263e-01,4.024666666666666393e-01
2.000000000000000111e-01,5.169666666666666854e-01
