# x,y
1.000000000000000021e-03,4.000000000000000327e-05
1.490504643386196017e-03,4.000000000000000327e-05
2.221604091955811742e-03,4.000000000000000327e-05
3.311311214825910908e-03,3.200000000000000262e-04
4.935524741394806819e-03,5.999999999999999474e-04
7.356422544596413586e-03,1.719999999999999958e-03
1.096478196143185063e-02,3.959999999999999978e-03
1.634305842723137586e-02,7.680000000000000195e-03
2.435940447292027008e-02,2.155999999999999930e-02
3.630780547701013827e-02,4.916000000000000231e-02
5.411695265464637472e-02,1.140000000000000041e-01
8.066156921766134968e-02,2.317200000000000093e-01
1.202264434617413141e-01,3.745200000000000196e-01
1.791980722375333956e-01,4.730800000000000005e-01
2.670955587558985211e-01,4.933199999999999807e-01
3.981071705534972027e-01,4.980399999999999827e-01
