# x,y
1.000000000000000021e-03,0.000000000000000000e+00
1.759764472006226889e-03,0.000000000000000000e+00
3.096770996935354573e-03,0.000000000000000000e+00
5.449587578346135400e-03,1.000000000000000021e-03
9.589990607459979513e-03,8.999999999999999320e-03
1.687612475788148603e-02,2.999999999999999889e-02
2.969800477406451394e-02,8.100000000000000255e-02
5.226149369087002006e-02,2.020000000000000129e-01
9.196791985117064305e-02,2.630000000000000115e-01
1.618418779184062906e-01,3.240000000000000102e-01
2.848035868435804807e-01,3.099999999999999978e-01
5.011872336272722439e-01,3.130000000000000004e-01
