# x,y
1.000000000000000048e-04,0.000000000000000000e+00
1.827272727272727382e-02,6.599999999999999964e-03
3.644545454545455171e-02,2.316666666666666527e-02
5.461818181818182960e-02,4.973333333333333078e-02
7.279090909090910055e-02,8.260000000000000675e-02
9.096363636363637151e-02,1.190333333333333382e-01
1.091363636363636563e-01,1.612333333333333396e-01
1.273090909090908995e-01,2.010000000000000120e-01
1.454818181818181844e-01,2.437000000000000000e-01
1.636545454545454692e-01,2.791333333333333444e-01
1.818272727272727263e-01,3.203333333333333588e-01
2.000000000000000111e-01,3.548999999999999932e-01
