# x,y
1.000000000000000021e-03,4.000000000000000327e-05
1.490504643386196017e-03,4.000000000000000327e-05
2.221604091955811742e-03,4.000000000000000327e-05
3.311311214825910908e-03,8.000000000000000654e-05
4.935524741394806819e-03,5.599999999999999509e-04
7.356422544596413586e-03,1.039999999999999909e-03
1.096478196143185063e-02,3.000000000000000062e-03
1.634305842723137586e-02,7.080000000000000356e-03
2.435940447292027008e-02,1.776000000000000148e-02
3.630780547701013827e-02,4.712000000000000216e-02
5.411695265464637472e-02,1.178400000000000003e-01
8.066156921766134968e-02,2.467600000000000071e-01
1.202264434617413141e-01,3.971600000000000130e-01
1.791980722375333956e-01,4.829600000000000004e-01
2.670955587558985211e-01,4.974799999999999778e-01
3.981071705534972027e-01,5.006399999999999739e-01
